label,mode,trades,equity_multiple,annualized_multiple,total_return,max_dd,win_rate,profit_factor,avg_trade,avg_win,avg_loss_abs,payoff_ratio,worst_trade,best_trade,long_trades,short_trades,long_short_ratio,long_share,short_share,long_win_rate,short_win_rate,long_payoff_ratio,short_payoff_ratio,armed_rate,added_rate,added_of_armed_rate,deadline_exit_rate,avg_base_net,avg_add_leg_net_when_added,add_win_rate_when_added
add0.25_cush0.1_chase1_nolock,5m_optimistic,2079,0.03608239186874274,2.2124471292565713e-06,-0.9639176081312573,-0.9652424988159397,0.37662337662337664,0.5852792712152367,-0.0015623651889519609,0.005854403895611563,0.00604332984420909,0.9687381040803918,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.3939393939393939,0.3587487781036168,0.9646385504262165,0.9722787715902294,0.5468975468975469,0.1091871091871092,0.1996481970096746,0.4531024531024531,-0.0015222231342647346,-0.0014705785320659694,0.15859030837004406
add0.25_cush0.1_chase1_nolock,1m_conservative,2042,0.027948542981453203,8.128761312313977e-07,-0.9720514570185468,-0.9726084141220518,0.3692458374142997,0.5581170346982263,-0.0017158232123628853,0.005869146487144165,0.006156092741422138,0.953388250253734,-0.03892276407195153,0.06278539554259432,1038,1004,1.0338645418326693,0.5083251714005876,0.49167482859941236,0.3853564547206166,0.35258964143426297,0.9491531825084268,0.956202277691928,0.5019588638589618,0.12389813907933399,0.24682926829268292,0.4980411361410382,-0.0016690618999983464,-0.0015096695628203799,0.1541501976284585
add0.25_cush0.1_chase1_nolock,1m_optimistic,2079,0.03608239186874274,2.2124471292565713e-06,-0.9639176081312573,-0.9652424988159397,0.37662337662337664,0.5852792712152367,-0.0015623651889519609,0.005854403895611563,0.00604332984420909,0.9687381040803918,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.3939393939393939,0.3587487781036168,0.9646385504262165,0.9722787715902294,0.5468975468975469,0.1091871091871092,0.1996481970096746,0.4531024531024531,-0.0015222231342647346,-0.0014705785320659694,0.15859030837004406
add0.25_cush0.1_chase1.5_lock,5m_conservative,1997,0.03900704063452079,3.0029587352187325e-06,-0.9609929593654792,-0.9618702492341815,0.37506259389083624,0.5947591968393028,-0.0015860062859015761,0.006206248348961751,0.00626260782557516,0.9910006377242322,-0.03892276407195153,0.06278539554259432,1015,982,1.0336048879837068,0.5082623935903856,0.49173760640961445,0.40295566502463054,0.34623217922606925,0.9920756362246481,0.9825663477415945,0.40861291937906863,0.10465698547821732,0.25612745098039214,0.5913870806209314,-0.0015408340038719505,-0.0017264889418787085,0.1339712918660287
add0.25_cush0.1_chase1.5_lock,5m_optimistic,2079,0.03660941586820695,2.3418432569232485e-06,-0.963390584131793,-0.9647626289643165,0.37277537277537276,0.5824089415442483,-0.0015556028643085315,0.0058200720895461066,0.0059391520124966795,0.9799500126112255,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.3873106060606061,0.35777126099706746,0.982474643067316,0.9767994060742657,0.5468975468975469,0.07503607503607504,0.13720316622691292,0.4531024531024531,-0.0015222231342647346,-0.0017793963784885603,0.1346153846153846
add0.25_cush0.1_chase1.5_lock,1m_conservative,2042,0.028573313539138057,8.864620819658923e-07,-0.9714266864608619,-0.9720512543186942,0.366307541625857,0.5556178212192807,-0.0017052100955088354,0.005820383062365107,0.006055398412425149,0.9611891185264028,-0.03892276407195153,0.06278539554259432,1038,1004,1.0338645418326693,0.5083251714005876,0.49167482859941236,0.3815028901734104,0.350597609561753,0.9562345598270067,0.9652058581967685,0.5019588638589618,0.0832517140058766,0.16585365853658537,0.4980411361410382,-0.0016690618999983464,-0.0017368144760569236,0.14705882352941177
add0.25_cush0.1_chase1.5_lock,1m_optimistic,2079,0.03660941586820695,2.3418432569232485e-06,-0.963390584131793,-0.9647626289643165,0.37277537277537276,0.5824089415442483,-0.0015556028643085315,0.0058200720895461066,0.0059391520124966795,0.9799500126112255,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.3873106060606061,0.35777126099706746,0.982474643067316,0.9767994060742657,0.5468975468975469,0.07503607503607504,0.13720316622691292,0.4531024531024531,-0.0015222231342647346,-0.0017793963784885603,0.1346153846153846
add0.25_cush0.1_chase1.5_nolock,5m_conservative,1997,0.03539387116750094,2.0515157973273268e-06,-0.9646061288324991,-0.965402156526072,0.3700550826239359,0.5894806228778959,-0.001634447658590013,0.006342208513470102,0.00632025760386221,1.0034731036270543,-0.03892276407195153,0.06278539554259432,1015,982,1.0336048879837068,0.5082623935903856,0.49173760640961445,0.3960591133004926,0.34317718940936864,1.0136829648306849,0.9846679845315418,0.40861291937906863,0.23184777165748624,0.5674019607843137,0.5913870806209314,-0.0015408340038719505,-0.0016150882805353822,0.15982721382289417
add0.25_cush0.1_chase1.5_nolock,5m_optimistic,2079,0.03421775267831944,1.7969891757688125e-06,-0.9657822473216806,-0.9669996555535503,0.36796536796536794,0.5790912416593247,-0.001587906420561653,0.00593713593875083,0.0059689242324901534,0.9946743680266047,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.38257575757575757,0.35288367546432065,0.9980843055940275,0.9903704314564415,0.5468975468975469,0.16113516113516113,0.29463500439753737,0.4531024531024531,-0.0015222231342647346,-0.0016305140562542456,0.14626865671641792
add0.25_cush0.1_chase1.5_nolock,1m_conservative,2042,0.026551604705905656,6.648696344307247e-07,-0.9734483952940943,-0.9739775142846702,0.3599412340842311,0.5522755353854641,-0.0017409469674399627,0.0059662152807277175,0.006075120075629133,0.9820736391140158,-0.03892276407195153,0.06278539554259432,1038,1004,1.0338645418326693,0.5083251714005876,0.49167482859941236,0.3737957610789981,0.3456175298804781,0.9837904947687518,0.9786815172342688,0.5019588638589618,0.17874632713026445,0.35609756097560974,0.4980411361410382,-0.0016690618999983464,-0.001608649947570201,0.15342465753424658
add0.25_cush0.1_chase1.5_nolock,1m_optimistic,2079,0.03421775267831944,1.7969891757688125e-06,-0.9657822473216806,-0.9669996555535503,0.36796536796536794,0.5790912416593247,-0.001587906420561653,0.00593713593875083,0.0059689242324901534,0.9946743680266047,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.38257575757575757,0.35288367546432065,0.9980843055940275,0.9903704314564415,0.5468975468975469,0.16113516113516113,0.29463500439753737,0.4531024531024531,-0.0015222231342647346,-0.0016305140562542456,0.14626865671641792
add0.25_cush0.3_chase0.5_lock,5m_conservative,1997,0.04263232938519698,4.254402309491022e-06,-0.957367670614803,-0.9583439377761892,0.3895843765648473,0.6057871962117163,-0.0015415515278817183,0.006080592199875161,0.00640621750014985,0.9491704269692572,-0.03892276407195153,0.06278539554259432,1015,982,1.0336048879837068,0.5082623935903856,0.49173760640961445,0.42167487684729066,0.3564154786150713,0.9364244090860926,0.9556451270713149,0.40861291937906863,0.00100150225338007,0.0024509803921568627,0.5913870806209314,-0.0015408340038719505,-0.002865790895012904,0.0
add0.25_cush0.3_chase0.5_lock,5m_optimistic,2079,0.03920869151473424,3.0642710278882543e-06,-0.9607913084852657,-0.9623310659152062,0.38431938431938434,0.5910012590112769,-0.0015226168982533199,0.005724858941788271,0.006046627207779281,0.9467854962884036,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.4024621212121212,0.3655913978494624,0.939495977194836,0.953844177108232,0.5468975468975469,0.000481000481000481,0.0008795074758135445,0.4531024531024531,-0.0015222231342647346,-0.0032745413290761224,0.0
add0.25_cush0.3_chase0.5_lock,1m_conservative,2042,0.03071831917880936,1.1772984866389775e-06,-0.9692816808211906,-0.9699736039766826,0.3780607247796278,0.5645631752253024,-0.0016697636117747941,0.00572638867927422,0.006165692406018762,0.9287503012126087,-0.03892276407195153,0.06278539554259432,1038,1004,1.0338645418326693,0.5083251714005876,0.49167482859941236,0.3959537572254335,0.3595617529880478,0.9172540811294848,0.9396213306170033,0.5019588638589618,0.0009794319294809011,0.001951219512195122,0.4980411361410382,-0.0016690618999983464,-0.002865790895012904,0.0
add0.25_cush0.3_chase0.5_lock,1m_optimistic,2079,0.03920869151473424,3.0642710278882543e-06,-0.9607913084852657,-0.9623310659152062,0.38431938431938434,0.5910012590112769,-0.0015226168982533199,0.005724858941788271,0.006046627207779281,0.9467854962884036,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.4024621212121212,0.3655913978494624,0.939495977194836,0.953844177108232,0.5468975468975469,0.000481000481000481,0.0008795074758135445,0.4531024531024531,-0.0015222231342647346,-0.0032745413290761224,0.0
add0.25_cush0.3_chase0.5_nolock,5m_conservative,1997,0.040531432222669375,3.4898765322024034e-06,-0.9594685677773306,-0.9603967250432734,0.3890836254381572,0.6028826384750251,-0.0015666578235600365,0.0061128691704699974,0.006457635261561132,0.9466110925862686,-0.03892276407195153,0.06278539554259432,1015,982,1.0336048879837068,0.5082623935903856,0.49173760640961445,0.42167487684729066,0.35539714867617106,0.9345241496442247,0.9519990283726154,0.40861291937906863,0.07361041562343515,0.1801470588235294,0.5913870806209314,-0.0015408340038719505,-0.0014032698752954452,0.1564625850340136
add0.25_cush0.3_chase0.5_nolock,5m_optimistic,2079,0.03770811315676128,2.629638335676807e-06,-0.9622918868432387,-0.9637538246864599,0.3838383838383838,0.5887198300593132,-0.0015412831973124499,0.005747843516735749,0.006082050658522804,0.945050253516266,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.4024621212121212,0.364613880742913,0.9373704295729586,0.9524501676145339,0.5468975468975469,0.049062049062049064,0.08970976253298153,0.4531024531024531,-0.0015222231342647346,-0.0015539557284784558,0.13725490196078433
add0.25_cush0.3_chase0.5_nolock,1m_conservative,2042,0.029441648732237997,9.96835834237206e-07,-0.970558351267762,-0.9712065112293489,0.37757100881488737,0.5622245801243573,-0.0016904449011601386,0.005749907194190616,0.006203829217065278,0.9268319602309443,-0.03892276407195153,0.06278539554259432,1038,1004,1.0338645418326693,0.5083251714005876,0.49167482859941236,0.3959537572254335,0.35856573705179284,0.9149419623893369,0.9380340725520696,0.5019588638589618,0.05533790401567091,0.11024390243902439,0.4980411361410382,-0.0016690618999983464,-0.0015456314468099137,0.1415929203539823
add0.25_cush0.3_chase0.5_nolock,1m_optimistic,2079,0.03770811315676128,2.629638335676807e-06,-0.9622918868432387,-0.9637538246864599,0.3838383838383838,0.5887198300593132,-0.0015412831973124499,0.005747843516735749,0.006082050658522804,0.945050253516266,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.4024621212121212,0.364613880742913,0.9373704295729586,0.9524501676145339,0.5468975468975469,0.049062049062049064,0.08970976253298153,0.4531024531024531,-0.0015222231342647346,-0.0015539557284784558,0.13725490196078433
add0.25_cush0.3_chase1_lock,5m_conservative,1997,0.041698627807428744,3.900682291112094e-06,-0.9583013721925713,-0.9592562578765187,0.38357536304456685,0.6031023194988525,-0.0015526043354101746,0.00615067143137367,0.0063460318231083265,0.9692153463486781,-0.03892276407195153,0.06278539554259432,1015,982,1.0336048879837068,0.5082623935903856,0.49173760640961445,0.4147783251231527,0.3513238289205703,0.9585902023853805,0.9734523001203054,0.40861291937906863,0.03104656985478217,0.07598039215686274,0.5913870806209314,-0.0015408340038719505,-0.0015164743278601944,0.1774193548387097
add0.25_cush0.3_chase1_lock,5m_optimistic,2079,0.038695860702166344,2.9101430698049e-06,-0.9613041392978336,-0.9627984145933393,0.37999037999038,0.5893988823715364,-0.00152891637270445,0.005775642590524783,0.006005721323015616,0.9616900751606461,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.39867424242424243,0.36070381231671556,0.9512742010228696,0.9722295624715621,0.5468975468975469,0.020202020202020204,0.036939313984168866,0.4531024531024531,-0.0015222231342647346,-0.0013252612110636627,0.21428571428571427
add0.25_cush0.3_chase1_lock,1m_conservative,2042,0.030231044225482125,1.1057736956196995e-06,-0.9697689557745178,-0.970429759027388,0.3731635651322233,0.5626340457135162,-0.00167756678503478,0.005783112224284504,0.006119002257770167,0.9451070584164051,-0.03892276407195153,0.06278539554259432,1038,1004,1.0338645418326693,0.5083251714005876,0.49167482859941236,0.3911368015414258,0.3545816733067729,0.9324967444140382,0.957239476419428,0.5019588638589618,0.023506366307541625,0.04682926829268293,0.4980411361410382,-0.0016690618999983464,-0.0014472479370331442,0.20833333333333334
add0.25_cush0.3_chase1_lock,1m_optimistic,2079,0.038695860702166344,2.9101430698049e-06,-0.9613041392978336,-0.9627984145933393,0.37999037999038,0.5893988823715364,-0.00152891637270445,0.005775642590524783,0.006005721323015616,0.9616900751606461,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.39867424242424243,0.36070381231671556,0.9512742010228696,0.9722295624715621,0.5468975468975469,0.020202020202020204,0.036939313984168866,0.4531024531024531,-0.0015222231342647346,-0.0013252612110636627,0.21428571428571427
add0.25_cush0.3_chase1_nolock,5m_conservative,1997,0.03790352597030709,2.683460770621472e-06,-0.9620964740296929,-0.9629644530549818,0.3795693540310466,0.5973299120772295,-0.001600123519282174,0.006253559143366032,0.00640487853000642,0.9763743549652868,-0.03892276407195153,0.06278539554259432,1015,982,1.0336048879837068,0.5082623935903856,0.49173760640961445,0.4088669950738916,0.34928716904276985,0.9754788668602041,0.9693644886603413,0.40861291937906863,0.15623435152729093,0.38235294117647056,0.5913870806209314,-0.0015408340038719505,-0.0015179636189002106,0.16987179487179488
add0.25_cush0.3_chase1_nolock,5m_optimistic,2079,0.03618458787120386,2.237111595242133e-06,-0.9638154121287962,-0.9651440552956356,0.37662337662337664,0.5855155630817019,-0.0015610097461233549,0.005855022343521883,0.006041529133617353,0.9691292078593687,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.3939393939393939,0.3587487781036168,0.9649277690395284,0.9727869300086409,0.5468975468975469,0.10437710437710437,0.19085312225153914,0.4531024531024531,-0.0015222231342647346,-0.0014864030609045527,0.16129032258064516
add0.25_cush0.3_chase1_nolock,1m_conservative,2042,0.028112452917639523,8.317235476733533e-07,-0.9718875470823605,-0.9724477705745054,0.3692458374142997,0.558766722143309,-0.0017129569644446512,0.005874800428048494,0.00615485841936688,0.9544980611678807,-0.03892276407195153,0.06278539554259432,1038,1004,1.0338645418326693,0.5083251714005876,0.49167482859941236,0.3853564547206166,0.35258964143426297,0.9501303411778286,0.9574510164257276,0.5019588638589618,0.11753183153770813,0.23414634146341465,0.4980411361410382,-0.0016690618999983464,-0.0014938953599892381,0.1625
add0.25_cush0.3_chase1_nolock,1m_optimistic,2079,0.03618458787120386,2.237111595242133e-06,-0.9638154121287962,-0.9651440552956356,0.37662337662337664,0.5855155630817019,-0.0015610097461233549,0.005855022343521883,0.006041529133617353,0.9691292078593687,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.3939393939393939,0.3587487781036168,0.9649277690395284,0.9727869300086409,0.5468975468975469,0.10437710437710437,0.19085312225153914,0.4531024531024531,-0.0015222231342647346,-0.0014864030609045527,0.16129032258064516
add0.25_cush0.3_chase1.5_lock,5m_conservative,1997,0.039344722500271635,3.1061548797420173e-06,-0.9606552774997283,-0.9615401620199308,0.37506259389083624,0.5958659658791797,-0.0015816746819747375,0.006217797365039049,0.00626260782557516,0.9928447602366038,-0.03892276407195153,0.06278539554259432,1015,982,1.0336048879837068,0.5082623935903856,0.49173760640961445,0.40295566502463054,0.34623217922606925,0.9936821327380707,0.9846984697022128,0.40861291937906863,0.09514271407110667,0.23284313725490197,0.5913870806209314,-0.0015408340038719505,-0.0017170280878161153,0.14736842105263157
add0.25_cush0.3_chase1.5_lock,5m_optimistic,2079,0.03673551364968944,2.3736208188240597e-06,-0.9632644863503106,-0.9646412570656533,0.37277537277537276,0.5828544768050175,-0.0015539431641933851,0.0058245243689517695,0.0059391520124966795,0.9806996616177327,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.3873106060606061,0.35777126099706746,0.9834541855855048,0.9772906725664258,0.5468975468975469,0.07118807118807119,0.13016710642040458,0.4531024531024531,-0.0015222231342647346,-0.001782322762747691,0.14189189189189189
add0.25_cush0.3_chase1.5_lock,1m_conservative,2042,0.028780383439084064,9.119112288568032e-07,-0.9712196165609159,-0.9718487106422699,0.366307541625857,0.5565424620413164,-0.0017016620079847566,0.005830069151568542,0.006055398412425149,0.9627886977024912,-0.03892276407195153,0.06278539554259432,1038,1004,1.0338645418326693,0.5083251714005876,0.49167482859941236,0.3815028901734104,0.350597609561753,0.9577398681986701,0.9669113160020997,0.5019588638589618,0.07590597453476983,0.15121951219512195,0.4980411361410382,-0.0016690618999983464,-0.0017179205292451641,0.16129032258064516
add0.25_cush0.3_chase1.5_lock,1m_optimistic,2079,0.03673551364968944,2.3736208188240597e-06,-0.9632644863503106,-0.9646412570656533,0.37277537277537276,0.5828544768050175,-0.0015539431641933851,0.0058245243689517695,0.0059391520124966795,0.9806996616177327,-0.03892276407195153,0.06278539554259432,1056,1023,1.032258064516129,0.5079365079365079,0.49206349206349204,0.3873106060606061,0.35777126099706746,0.9834541855855048,0.9772906725664258,0.5468975468975469,0.07118807118807119,0.13016710642040458,0.4531024531024531,-0.0015222231342647346,-0.001782322762747691,0.14189189189189189
add0.25_cush0.3_chase1.5_nolock,5m_conservative,1997,0.035738724755580126,2.1309886045814104e-06,-0.9642612752444198,-0.9650650588854855,0.37055583375062595,0.5905221704524743,-0.0016295855639362317,0.006342045135935153,0.006322510558291701,1.0030896868361625,-0.03892276407195153,0.06278539554259432,1015,982,1.0336048879837068,0.5082623935903856,0.49173760640961445,0.39704433497536945,0.34317718940936864,1.011206558390258,0.9865246642515739,0.40861291937906863,0.22033049574361543,0.5392156862745098,0.5913870806209314,-0.0015408340038719505,-0.0016112442313488086,0.16590909090909092
