label,family,parameter,value,signal_name,signal_kind,exit_name,exit_kind,filter_name,exposure,reason_counts,raw_trade_events,filter_pass_events,selected_trades,name,final_equity,total_return_pct,annual_return_pct,annual_equity_multiple,max_drawdown_pct,win_rate_pct,trades,trades_per_day,profit_factor,avg_trade_pct,median_trade_pct,worst_trade_pct,stop_trades,tp_trades,trail_trades,max_hold_trades,score,target_return_pass,target_equity_multiple_pass,target_drawdown_pass,target_win_rate_pass,frequency_preference_pass,meets_core_target,meets_full_preference,start_ts,end_ts,first_half_trades,first_half_annual_return_pct,first_half_total_return_pct,first_half_max_drawdown_pct,first_half_win_rate_pct,first_half_trades_per_day,first_half_profit_factor,second_half_trades,second_half_annual_return_pct,second_half_total_return_pct,second_half_max_drawdown_pct,second_half_win_rate_pct,second_half_trades_per_day,second_half_profit_factor,last_90d_trades,last_90d_annual_return_pct,last_90d_total_return_pct,last_90d_max_drawdown_pct,last_90d_win_rate_pct,last_90d_trades_per_day,last_90d_profit_factor,q1_trades,q1_annual_return_pct,q1_total_return_pct,q1_max_drawdown_pct,q1_win_rate_pct,q1_trades_per_day,q1_profit_factor,q2_trades,q2_annual_return_pct,q2_total_return_pct,q2_max_drawdown_pct,q2_win_rate_pct,q2_trades_per_day,q2_profit_factor,q3_trades,q3_annual_return_pct,q3_total_return_pct,q3_max_drawdown_pct,q3_win_rate_pct,q3_trades_per_day,q3_profit_factor,q4_trades,q4_annual_return_pct,q4_total_return_pct,q4_max_drawdown_pct,q4_win_rate_pct,q4_trades_per_day,q4_profit_factor,oos_2026_06_01_to_latest_trades,oos_2026_06_01_to_latest_annual_return_pct,oos_2026_06_01_to_latest_total_return_pct,oos_2026_06_01_to_latest_max_drawdown_pct,oos_2026_06_01_to_latest_win_rate_pct,oos_2026_06_01_to_latest_trades_per_day,oos_2026_06_01_to_latest_profit_factor,stability_pass,ablation_gate_pass,delta_annual_return_pct,delta_total_return_pct,delta_annual_equity_multiple,delta_max_drawdown_pct,delta_win_rate_pct,delta_trades_per_day,delta_profit_factor
exposure_3p0,sizing,exposure,3.0,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,3.0,"{""max_hold"": 64, ""stop_loss"": 30, ""take_profit"": 274}",4337,503,368,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x3,5.918593116594752,491.8593116594752,426.15405007348437,5.261540500734844,-35.759600723495446,76.90217391304348,368,0.9408506218541106,1.4753990212022208,0.5440945553750036,2.2500000000000027,-8.850000000000009,30,274,0,64,-2.6539165079966676,False,False,False,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,179,1779.694456884198,381.05105628917266,-27.823213399088466,79.3296089385475,0.9152840288689446,2.1275450881909275,189,47.27823630847996,23.034614293351186,-35.7596007234955,74.60317460317461,0.9664172148392767,1.127440704159782,84,-21.658326197311695,-5.837248425520947,-31.02153468288995,71.42857142857143,0.9333333333333333,1.0041688751451963,91,385.1908680142195,52.626829021011325,-27.823213399088466,73.62637362637363,0.9306239846600441,1.469615509325586,88,7182.188277166071,215.1811902106339,-10.891226526183162,85.22727272727273,0.8999440730778449,3.551900869127971,100,175.2866633285012,31.14092168454734,-35.7596007234955,77.0,1.022663719406642,1.2580837978806103,89,-21.20621236106678,-6.181371372923172,-31.02153468288995,71.91011235955057,0.9101707102719113,1.004966787085127,36,33.930706483610386,1.9849562379253172,-26.720127947681817,75.0,1.4650275540483255,1.0866311715719639,False,False,284.23499429654356,334.30967951413686,2.842349942965436,-16.881905315531423,0.0,0.0,0.0
exposure_2p5,sizing,exposure,2.5,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,2.5,"{""max_hold"": 64, ""stop_loss"": 30, ""take_profit"": 274}",4337,503,368,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x2p5,4.543905322538312,354.3905322538312,311.07444463163034,4.110744446316303,-30.36982679020106,76.90217391304348,368,0.9408506218541106,1.4753990212022203,0.4534121294791696,1.875000000000002,-7.375000000000006,30,274,0,64,-1.8839632995835762,False,False,False,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,179,1077.8828403309844,274.54652225993084,-23.66638191728413,79.3296089385475,0.9152840288689446,2.127545088190928,189,43.462654555455686,21.31751471409715,-30.36982679020105,74.60317460317461,0.9664172148392767,1.1274407041597836,84,-15.22031544543605,-3.986870080581606,-25.922670478919095,71.42857142857143,0.9333333333333333,1.0041688751451956,91,282.51364028606105,43.21379000364056,-23.66638191728413,73.62637362637363,0.9306239846600441,1.4696155093255852,88,3527.0810748307604,161.52964896076702,-9.103548244539382,85.22727272727273,0.8999440730778449,3.5519008691279734,100,141.66728931176613,26.64678499822708,-30.36982679020105,77.0,1.022663719406642,1.2580837978806108,89,-14.835254242676864,-4.207979132043915,-25.922670478919084,71.91011235955057,0.9101707102719113,1.004966787085127,36,35.285395088307126,2.0540313723579118,-22.573625088173046,75.0,1.4650275540483255,1.086631171571964,False,False,169.15538885468953,196.84090010849286,1.6915538885468955,-11.492131382237037,0.0,0.0,-4.440892098500626e-16
exposure_2p0,sizing,exposure,2.0,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,2.0,"{""max_hold"": 64, ""stop_loss"": 30, ""take_profit"": 274}",4337,503,368,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x2,3.443043348967919,244.3043348967919,217.25431226593633,3.1725431226593632,-24.739914348874027,76.90217391304348,368,0.9408506218541106,1.4753990212022268,0.3627297035833357,1.5000000000000018,-5.900000000000006,30,274,0,64,-1.0545724487103227,False,False,False,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,179,631.6595112249954,190.25618180146643,-19.324955457026515,79.3296089385475,0.9152840288689446,2.1275450881909364,189,37.56439587973976,18.62084478610484,-24.73991434887409,74.60317460317461,0.9664172148392767,1.1274407041597876,84,-9.686409433398946,-2.4791955220053508,-20.755004299942748,71.42857142857143,0.9333333333333333,1.0041688751451952,91,198.45035816841857,34.00827631390193,-19.324955457026515,73.62637362637363,0.9306239846600441,1.4696155093255845,88,1693.684027224089,116.59571317936255,-7.304859507140882,85.22727272727273,0.8999440730778449,3.551900869127971,100,108.82238410304042,21.789527331200365,-24.73991434887409,77.0,1.022663719406642,1.25808379788061,89,-9.377708261294348,-2.6017693101627937,-20.755004299942737,71.91011235955057,0.9101707102719113,1.0049667870851262,36,33.394948021473695,1.95745811690764,-18.30137804426062,75.0,1.4650275540483255,1.0866311715719634,False,False,75.33525648899553,86.75470275145352,0.7533525648899553,-5.8622189409100045,0.0,0.0,5.995204332975845e-15
baseline,baseline,baseline,search_best,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 64, ""stop_loss"": 30, ""take_profit"": 274}",4337,503,368,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,2.5754963214533837,157.54963214533836,141.9190557769408,2.419190557769408,-18.877695407964023,76.90217391304348,368,0.9408506218541106,1.4753990212022208,0.2720472776875018,1.1250000000000013,-4.425000000000004,30,274,0,64,-0.39440315521524383,False,False,True,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,179,350.5646626004774,123.89509585227674,-14.793319825703144,79.3296089385475,0.9152840288689446,2.1275450881909275,189,29.892187306090623,15.031386089522393,-18.877695407964,74.60317460317461,0.9664172148392767,1.127440704159782,84,-5.2627562051493,-1.3233135680039587,-15.547764813126541,71.42857142857143,0.9333333333333333,1.0041688751451963,91,130.49238423059873,25.051685601505614,-14.793319825703144,73.62637362637363,0.9306239846600441,1.469615509325586,88,780.7601859034955,79.04204551528338,-5.495160313987679,85.22727272727273,0.8999440730778449,3.551900869127971,100,77.6658151700373,16.63351126865411,-18.877695407964,77.0,1.022663719406642,1.2580837978806103,89,-5.035302897110494,-1.3736405272420815,-15.547764813126541,71.91011235955057,0.9101707102719113,1.004966787085127,36,28.457524876850027,1.699077608454913,-13.905407777384681,75.0,1.4650275540483255,1.0866311715719639,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_atr_pct96_0p035,filter,max_atr_pct96,0.035,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to350p0,1.5,"{""max_hold"": 64, ""stop_loss"": 30, ""take_profit"": 274}",4337,503,368,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to350p0_x1p5,2.5754963214533837,157.54963214533836,141.9190557769408,2.419190557769408,-18.877695407964023,76.90217391304348,368,0.9408506218541106,1.4753990212022208,0.2720472776875018,1.1250000000000013,-4.425000000000004,30,274,0,64,-0.39440315521524383,False,False,True,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,179,350.5646626004774,123.89509585227674,-14.793319825703144,79.3296089385475,0.9152840288689446,2.1275450881909275,189,29.892187306090623,15.031386089522393,-18.877695407964,74.60317460317461,0.9664172148392767,1.127440704159782,84,-5.2627562051493,-1.3233135680039587,-15.547764813126541,71.42857142857143,0.9333333333333333,1.0041688751451963,91,130.49238423059873,25.051685601505614,-14.793319825703144,73.62637362637363,0.9306239846600441,1.469615509325586,88,780.7601859034955,79.04204551528338,-5.495160313987679,85.22727272727273,0.8999440730778449,3.551900869127971,100,77.6658151700373,16.63351126865411,-18.877695407964,77.0,1.022663719406642,1.2580837978806103,89,-5.035302897110494,-1.3736405272420815,-15.547764813126541,71.91011235955057,0.9101707102719113,1.004966787085127,36,28.457524876850027,1.699077608454913,-13.905407777384681,75.0,1.4650275540483255,1.0866311715719639,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_atr_pct96_0p04,filter,max_atr_pct96,0.04,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to400p0,1.5,"{""max_hold"": 64, ""stop_loss"": 30, ""take_profit"": 274}",4337,503,368,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to400p0_x1p5,2.5754963214533837,157.54963214533836,141.9190557769408,2.419190557769408,-18.877695407964023,76.90217391304348,368,0.9408506218541106,1.4753990212022208,0.2720472776875018,1.1250000000000013,-4.425000000000004,30,274,0,64,-0.39440315521524383,False,False,True,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,179,350.5646626004774,123.89509585227674,-14.793319825703144,79.3296089385475,0.9152840288689446,2.1275450881909275,189,29.892187306090623,15.031386089522393,-18.877695407964,74.60317460317461,0.9664172148392767,1.127440704159782,84,-5.2627562051493,-1.3233135680039587,-15.547764813126541,71.42857142857143,0.9333333333333333,1.0041688751451963,91,130.49238423059873,25.051685601505614,-14.793319825703144,73.62637362637363,0.9306239846600441,1.469615509325586,88,780.7601859034955,79.04204551528338,-5.495160313987679,85.22727272727273,0.8999440730778449,3.551900869127971,100,77.6658151700373,16.63351126865411,-18.877695407964,77.0,1.022663719406642,1.2580837978806103,89,-5.035302897110494,-1.3736405272420815,-15.547764813126541,71.91011235955057,0.9101707102719113,1.004966787085127,36,28.457524876850027,1.699077608454913,-13.905407777384681,75.0,1.4650275540483255,1.0866311715719639,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_atr_pct96_99p0,filter,max_atr_pct96,99.0,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to990000p0,1.5,"{""max_hold"": 64, ""stop_loss"": 30, ""take_profit"": 274}",4337,503,368,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to990000p0_x1p5,2.5754963214533837,157.54963214533836,141.9190557769408,2.419190557769408,-18.877695407964023,76.90217391304348,368,0.9408506218541106,1.4753990212022208,0.2720472776875018,1.1250000000000013,-4.425000000000004,30,274,0,64,-0.39440315521524383,False,False,True,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,179,350.5646626004774,123.89509585227674,-14.793319825703144,79.3296089385475,0.9152840288689446,2.1275450881909275,189,29.892187306090623,15.031386089522393,-18.877695407964,74.60317460317461,0.9664172148392767,1.127440704159782,84,-5.2627562051493,-1.3233135680039587,-15.547764813126541,71.42857142857143,0.9333333333333333,1.0041688751451963,91,130.49238423059873,25.051685601505614,-14.793319825703144,73.62637362637363,0.9306239846600441,1.469615509325586,88,780.7601859034955,79.04204551528338,-5.495160313987679,85.22727272727273,0.8999440730778449,3.551900869127971,100,77.6658151700373,16.63351126865411,-18.877695407964,77.0,1.022663719406642,1.2580837978806103,89,-5.035302897110494,-1.3736405272420815,-15.547764813126541,71.91011235955057,0.9101707102719113,1.004966787085127,36,28.457524876850027,1.699077608454913,-13.905407777384681,75.0,1.4650275540483255,1.0866311715719639,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_atr_ratio96_672_1p6,added_filter,max_atr_ratio96_672,1.6,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0_atrR1p6,1.5,"{""max_hold"": 63, ""stop_loss"": 28, ""take_profit"": 262}",4337,480,353,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_atrR1p6_x1p5,2.4709733092194504,147.09733092194503,132.73836086764823,2.3273836086764823,-19.73923401749915,76.77053824362606,353,0.9025007323763615,1.4748828465589034,0.27108489128657015,1.1250000000000013,-4.425000000000004,28,262,0,63,-0.45220387496571646,False,False,True,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,172,343.5689147134264,122.02697932904196,-14.793319825703167,79.65116279069767,0.879490798689712,2.1898913171118823,181,22.116638074953965,11.291578919221767,-19.73923401749913,74.03314917127072,0.9255106660630109,1.1057237311645285,82,-13.486149929243163,-3.506626905169985,-17.416348954975025,70.73170731707317,0.9111111111111111,0.970309288988698,84,123.39041347357687,24.00829017008137,-14.793319825703167,73.80952380952381,0.8590375243015792,1.4963496326920718,88,780.7601859034955,79.04204551528338,-5.495160313987679,85.22727272727273,0.8999440730778449,3.551900869127971,94,70.71962909757899,15.394835005338692,-19.73923401749913,76.59574468085107,0.9613038962422434,1.2571489360135235,87,-12.649334036417748,-3.5558403336918176,-17.416348954974993,71.26436781609196,0.8897174358837785,0.9732211588057379,36,28.457524876850027,1.699077608454913,-13.905407777384681,75.0,1.4650275540483255,1.0866311715719639,False,False,-9.180694909292583,-10.452301223393334,-0.09180694909292564,-0.8615386095351276,-0.13163566941742033,-0.03834988947774909,-0.0005161746433173242
max_hold_bars_32,exit,max_hold_bars,32,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold32,fixed,macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 24, ""stop_loss"": 44, ""take_profit"": 288}",4337,503,356,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold32_macd0p0_atr60p0to280p0_x1p5,2.426238084275348,142.6238084275348,128.8012793258632,2.288012793258632,-28.273666513483054,81.46067415730337,356,0.9101707102719113,1.4153403870854153,0.2676264439253038,1.1250000000000013,-4.425000000000004,44,288,0,24,-2.166378281971433,False,False,False,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,175,385.3909680036531,133.0009247005921,-19.102243483084035,84.0,0.8948307544808117,2.1180401386470837,181,7.8512557340330025,4.129976625332521,-28.273666513482944,79.00552486187846,0.9255106660630109,1.0546290045634465,80,-52.076752237966176,-16.577251348193112,-27.392701983070676,73.75,0.8888888888888888,0.8062732909207762,89,85.79592684049457,18.039054835479696,-19.102243483084035,77.52808988764045,0.9101707102719113,1.3082107356053148,86,1168.0815765234167,97.39307894776343,-5.932015486042886,90.69767441860465,0.879490798689712,4.640554459114617,96,129.35191582547506,24.88573398561089,-16.455458519952437,83.33333333333334,0.9817571706303763,1.3725594032574036,85,-49.283644213118215,-16.61979851331129,-28.273666513483008,74.11764705882354,0.8692641614956457,0.8170198038489551,34,-54.34403476537162,-5.138055576214806,-21.049721902146256,73.52941176470588,1.3836371343789742,0.8646473897346284,False,False,-13.117776451077617,-14.925823717803553,-0.13117776451077612,-9.395971105519031,4.558500244259889,-0.030679911582199293,-0.060058634116805454
max_hold_bars_64,exit,max_hold_bars,64,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold64,fixed,macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 3, ""stop_loss"": 53, ""take_profit"": 296}",4337,503,352,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold64_macd0p0_atr60p0to280p0_x1p5,2.402567690769246,140.25676907692463,126.71614392869569,2.267161439286957,-27.0002444757965,84.0909090909091,352,0.8999440730778449,1.3985191445560332,0.2695766943705135,1.1250000000000013,-4.42500000000002,53,296,0,3,-1.8838975233472217,False,False,False,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,173,370.6558633704652,129.1865471244443,-24.989312451371347,88.4393063583815,0.8846041172867453,1.9948273235415177,179,9.209751579018754,4.830223279409807,-27.00024447579652,79.88826815642457,0.9152840288689446,1.0596196892340923,79,-46.444804242987836,-14.261686810805617,-26.10363939061282,75.9493670886076,0.8777777777777778,0.8365482356789281,87,41.56318127980059,9.751902185852558,-24.989312451371347,81.60919540229885,0.8897174358837785,1.1646019801369347,86,1464.792057669075,108.82239173981962,-5.932015486042886,95.34883720930233,0.879490798689712,5.211864406779643,95,112.30522632918643,22.330043639384954,-15.60945499570271,83.15789473684211,0.9715305334363098,1.3322664754803193,84,-43.82253302865876,-14.305414957230466,-27.00024447579651,76.19047619047619,0.8590375243015792,0.8459271481312517,33,-31.9992055181364,-2.561173039787046,-19.694364460188318,78.78787878787878,1.3429419245442984,0.9443099273607708,False,False,-15.202911848245122,-17.292863068413737,-0.15202911848245115,-8.122549067832477,7.18873517786561,-0.04090654877626576,-0.07687987664618756
exit_family_probe_trail_act100p0_trail50p0,exit_replacement_probe,exit_family_probe,trail_act100p0_trail50p0,rsi_reversal_w7_lo30_hi60,rsi_reversal,trail_act100p0_trail50p0_sl280p0_hold16,trailing,macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 78, ""stop_loss"": 32, ""trailing_stop"": 243}",4337,503,353,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_trail_act100p0_trail50p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,2.160373332378849,116.03733323788492,105.30032044998148,2.0530032044998148,-26.25182788648791,73.37110481586402,353,0.9025007323763615,1.366716710967029,0.2371848992906711,0.7537539619651564,-4.425000000000004,32,0,243,78,-1.9545687886318437,False,False,False,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,175,330.1559605035246,118.40653924795555,-15.88264193459631,76.0,0.8948307544808117,1.969604419318482,178,-2.0164185856498262,-1.0847688069361539,-26.2518278864879,70.78651685393258,0.9101707102719113,1.0198431875130851,77,0.7691267257979861,0.188971104077007,-17.47960984557414,67.53246753246754,0.8555555555555555,1.0300053263001256,88,143.59900047274698,26.917011766973076,-15.88264193459631,70.45454545454545,0.8999440730778449,1.4786902216671416,87,659.5850147070319,72.08610272747555,-7.471787121845974,81.60919540229885,0.8897174358837785,2.8263615193802463,96,5.920367440830376,1.5517580222941918,-26.2518278864879,73.95833333333334,0.9817571706303763,1.0482723485244432,82,-9.358488279925991,-2.5962394749006523,-18.399994332094984,67.07317073170732,0.8385842499134464,0.9891033550039832,32,101.34087848880529,4.820837208296647,-11.992444816802939,71.875,1.3022467147096226,1.2136170322446613,False,False,-36.618735326959325,-41.51229890745344,-0.3661873532695932,-7.374132478523887,-3.5310690971794685,-0.03834988947774909,-0.1086823102351917
rsi_low_40p0,signal,rsi_low,40.0,rsi_reversal_w7_lo40_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 108, ""stop_loss"": 65, ""take_profit"": 452}",5601,872,625,HYPE_15M_MII_rsi_reversal_w7_lo40_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,2.0951032677011283,109.51032677011283,99.50234146442189,1.995023414644219,-32.78352228957837,74.4,625,1.5979120615728781,1.1984652045950577,0.1357166627951401,1.1249999999999847,-4.42500000000002,65,452,0,108,-3.350381552410314,False,False,False,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,327,362.9425490667617,127.1677298143631,-27.543355293876992,76.75840978593273,1.6720551812298596,1.4565804968343115,298,-14.025651066160593,-7.772848308463276,-29.671485524016106,71.81208053691275,1.5237689419158964,0.9903808831292776,126,-29.292329978581133,-8.18628443633963,-25.01731040156665,69.84126984126983,1.4,0.9422221650817488,157,58.72264444788404,13.165634471403798,-27.543355293876992,71.97452229299363,1.605582039468428,1.1360750674161808,170,1250.2534845102155,100.73914742356433,-10.72288304274618,81.17647058823529,1.7385283229912913,1.8967213690105398,165,15.714421856184835,3.9848205741987774,-29.671485524016106,73.33333333333333,1.6873951370209592,1.0564420870155329,133,-36.122148337013826,-11.307101188170343,-25.01731040156667,69.92481203007519,1.3601427468108338,0.9182289384351496,57,35.616261684494475,2.0708041043856706,-20.266348800174484,73.68421052631578,2.319626960576515,1.0718373352327337,False,False,-42.41671431251892,-48.03930537522554,-0.424167143125189,-13.905826881614349,-2.502173913043478,0.6570614397187675,-0.2769338166071631
min_adx14_16p0,added_filter,min_adx14,16.0,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,adx16_macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 57, ""stop_loss"": 28, ""take_profit"": 241}",4337,459,326,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_adx16_macd0p0_atr60p0to280p0_x1p5,2.0914600439425737,109.14600439425737,99.17836273702778,1.9917836273702778,-20.672601742597475,76.38036809815951,326,0.8334709313164131,1.4052082362977425,0.24180137657757514,1.1250000000000013,-4.425000000000004,28,241,0,57,-0.7892337897621597,False,False,False,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,161,287.803725389681,106.61582132733227,-13.601636862725886,78.88198757763976,0.8232442941223468,2.134080809311012,165,2.2992240281828558,1.2245834083132845,-20.672601742597507,73.93939393939394,0.8436975685104796,1.034683344023472,73,-20.757428303248847,-5.571579436069285,-17.37420825281284,69.86301369863014,0.8111111111111111,0.9295858423052684,80,73.78145583007965,15.945298522694685,-13.601636862725886,71.25,0.8181309755253136,1.3348262402598148,81,765.4072363921559,78.20112066630278,-5.3715407918839,86.41975308641975,0.82835761271938,4.22514901227508,88,35.43113045496475,8.458442100492626,-20.672601742597507,77.27272727272727,0.8999440730778449,1.154120076321381,77,-22.727284328115704,-6.669705513081903,-17.37420825281285,70.12987012987013,0.7874510639431143,0.9182804461762633,28,-21.403711911123256,-1.6072803568143557,-15.810330594052724,71.42857142857143,1.13946587537092,0.9522338674057284,False,False,-42.740693039913026,-48.40362775108099,-0.42740693039913014,-1.7949063346334526,-0.5218058148839759,-0.10737969053769747,-0.07019078490447828
rsi_low_20p0,signal,rsi_low,20.0,rsi_reversal_w7_lo20_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0,1.5,"{""max_hold"": 55, ""stop_loss"": 28, ""take_profit"": 235}",3263,441,318,HYPE_15M_MII_rsi_reversal_w7_lo20_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_x1p5,2.026060591205844,102.6060591205844,93.35620464508263,1.9335620464508263,-18.16259686613111,76.41509433962264,318,0.8130176569282803,1.3964326873329829,0.23763186040816844,1.1250000000000013,-4.425000000000004,28,235,0,55,-0.6647548988442598,False,False,True,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,154,238.3023045513181,92.04743334927585,-13.520766270567176,78.57142857142857,0.7874510639431143,2.0198522900572997,164,10.512465838316064,5.497926000451048,-18.162596866131086,74.39024390243902,0.8385842499134464,1.0684148219141605,75,-14.962422664459496,-3.914985934424864,-15.080082294313513,72.0,0.8333333333333334,0.9607000440438923,81,115.32211128220023,22.793022416376196,-13.520766270567176,74.07407407407408,0.82835761271938,1.4876767035852498,73,431.5220465897112,56.399304756964376,-5.727655133198195,83.56164383561644,0.7465445151668486,3.114243808162895,84,42.048309017761376,9.85246804844142,-18.162596866131086,76.19047619047619,0.8590375243015792,1.1881960723885923,80,-14.022171822278317,-3.9639910921893007,-15.080082294313534,72.5,0.8181309755253136,0.9644229786404728,33,-21.997439065740632,-1.657462487668726,-13.905407777384704,72.72727272727273,1.3429419245442984,0.9627454391682875,False,False,-48.56285113185818,-54.94357302475396,-0.48562851131858165,0.7150985418329121,-0.48707957342084285,-0.1278329649258303,-0.0789663338692379
cooldown_bars_12,added_filter,cooldown_bars,12,rsi_reversal_w7_lo30_hi60,rsi_reversal,fixed_tp90p0_sl280p0_hold16,fixed,macd0p0_atr60p0to280p0_cool12,1.5,"{""max_hold"": 54, ""stop_loss"": 26, ""take_profit"": 224}",4337,503,304,HYPE_15M_MII_rsi_reversal_w7_lo30_hi60_fixed_tp90p0_sl280p0_hold16_macd0p0_atr60p0to280p0_cool12_x1p5,2.0058207022354995,100.58207022354995,91.55185399026891,1.915518539902689,-23.31816670324858,76.64473684210526,304,0.7772244267490479,1.4113906242866532,0.24431633528862545,1.1250000000000013,-4.425000000000004,26,224,0,54,-1.3888274212749514,False,False,False,True,True,False,False,2025-05-30 10:30:00+00:00,2026-06-25 13:45:00+00:00,153,271.0911877186405,101.79945242623334,-15.951325465529266,79.73856209150327,0.7823377453460811,2.181536672118201,151,-1.123729203375301,-0.6032633825545863,-23.318166703248554,73.50993377483444,0.7721111081520147,1.0201526345043073,68,-37.151612048646776,-10.813658048237718,-23.261237038512007,69.11764705882352,0.7555555555555555,0.8394474384054643,75,67.70144369973035,14.845095714842383,-15.951325465529266,72.0,0.7669977895549814,1.3406234108137243,78,721.1537513594612,75.71447101868107,-6.815200861590432,87.17948717948718,0.7976777011371807,4.2948085389996,79,56.60630587439746,12.759687605578707,-13.067660575148487,77.21518987341773,0.8079043383312471,1.2522734257267085,72,-37.572648354987315,-11.850822995249466,-23.31816670324862,69.44444444444444,0.7363178779727821,0.8343408213130687,28,-20.088111381221342,-1.4973331196418638,-15.221596386300341,75.0,1.13946587537092,0.9614863400106222,False,False,-50.3672017866719,-56.967561921788416,-0.5036720178667189,-4.440471295284556,-0.25743707093822366,-0.1636261951050627,-0.06400839691556759
